Temporada,Date,Home,Away,Goles_Local,Goles_Visitante,Resultado_Texto,Resultado_Num,Attendance,Venue,Referee
2017,2017-09-24,River Plate,Arg Juniors,1.0,1.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Diego Abal
2017,2017-09-24,Racing Club,San Martín SJ,0.0,0.0,Empate,0.0,0.0,Estadio Presidente Juan Domingo Perón,Néstor Pitana
2017,2017-09-25,Lanús,Newell's Old Boys,1.0,0.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Fernando Rapallini
2017,2017-09-25,Estudiantes–LP,San Lorenzo,1.0,3.0,Derrota,-1.0,0.0,Estadio Ciudad de La Plata,Ariel Penel
2017,2017-09-29,Unión,Club Olimpo,2.0,0.0,Victoria,1.0,0.0,Estadio 15 de Abril,Pedro Argañaraz
2017,2017-09-29,Defensa y Justicia,Huracán,0.0,0.0,Empate,0.0,0.0,Estadio Norberto Tito Tomaghello,Hernán Mastrángelo
2017,2017-09-30,San Lorenzo,Colón,0.0,0.0,Empate,0.0,0.0,Estadio Pedro Bidegaín,Fernando Espinoza
2017,2017-09-30,Temperley,Estudiantes–LP,0.0,3.0,Derrota,-1.0,0.0,Estadio Alfredo Martín Beranger,Fernando Echenique
2017,2017-09-30,Gimnasia–LP,Lanús,1.0,3.0,Derrota,-1.0,0.0,Estadio Juan Carmelo Zerillo,Patricio Loustau
2017,2017-09-30,Arg Juniors,Racing Club,2.0,0.0,Victoria,1.0,0.0,Estadio Diego Armando Maradona,Mauro Vigliano
2017,2017-09-29,Atlé Tucumán,Belgrano,0.0,0.0,Empate,0.0,0.0,Estadio Monumental Presidente José Fierr...,Darío Herrera
2017,2017-10-01,Talleres–C,Patronato,1.0,0.0,Victoria,1.0,0.0,Estadio Mario Alberto Kempes,Fernando Rapallini
2017,2017-10-01,San Martín SJ,Rosario Central,3.0,1.0,Victoria,1.0,0.0,Estadio Ingeniero Hilario Sánchez,Juan Pompei
2017,2017-10-01,Independiente,Vélez Sarsfield,1.0,0.0,Victoria,1.0,0.0,Estadio Libertadores de América,Facundo Tello
2017,2017-10-01,Boca Juniors,Chacarita,1.0,0.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Néstor Pitana
2017,2017-10-01,Tigre,River Plate,1.0,1.0,Empate,0.0,0.0,Estadio José Dellagiovanna,Ariel Penel
2017,2017-10-02,Banfield,Arsenal,1.0,2.0,Derrota,-1.0,0.0,Estadio Florencio Solá,Jorge Baliño
2017,2017-10-02,Newell's Old Boys,Godoy Cruz,0.0,0.0,Empate,0.0,0.0,Estadio Marcelo Alberto Bielsa,Andrés Merlos
2017,2017-10-08,Arg Juniors,Chacarita,1.0,0.0,Victoria,1.0,0.0,Estadio Diego Armando Maradona,Nicolás Lamolina
2017,2017-10-13,Lanús,Unión,2.0,1.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Juan Pompei
2017,2017-10-14,Rosario Central,Arg Juniors,1.0,3.0,Derrota,-1.0,0.0,Estadio Dr. Lisandro de la Torre,Pablo Echavarría
2017,2017-10-14,Colón,Temperley,2.0,0.0,Victoria,1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Hernán Mastrángelo
2017,2017-10-14,Estudiantes–LP,Banfield,1.0,1.0,Empate,0.0,0.0,Estadio Ciudad de La Plata,Andrés Merlos
2017,2017-10-14,Vélez Sarsfield,Newell's Old Boys,1.0,0.0,Victoria,1.0,0.0,Estadio José Amalfitani,Darío Herrera
2017,2017-10-14,Racing Club,Tigre,1.0,0.0,Victoria,1.0,0.0,Estadio Presidente Juan Domingo Perón,Germán Delfino
2017,2017-10-13,San Lorenzo,Defensa y Justicia,3.0,1.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Nicolás Lamolina
2017,2017-10-15,Chacarita,Independiente,1.0,2.0,Derrota,-1.0,0.0,Estadio Chacarita Juniors,Fernando Echenique
2017,2017-10-15,Godoy Cruz,Gimnasia–LP,3.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Silvio Trucco
2017,2017-10-15,Belgrano,Talleres–C,0.0,0.0,Empate,0.0,0.0,Estadio Mario Alberto Kempes,Ariel Penel
2017,2017-10-15,River Plate,Atlé Tucumán,2.0,2.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Federico Beligoy
2017,2017-10-15,Patronato,Boca Juniors,0.0,2.0,Derrota,-1.0,0.0,Estadio Presbítero Bartolomé Grella,Facundo Tello
2017,2017-10-16,Club Olimpo,Huracán,0.0,2.0,Derrota,-1.0,7000.0,Estadio Roberto Natalio Carminatti,Fernando Espinoza
2017,2017-10-16,Arsenal,San Martín SJ,0.0,1.0,Derrota,-1.0,4000.0,Estadio Julio Humberto Grondona,Diego Abal
2017,2017-10-27,Banfield,Colón,1.0,1.0,Empate,0.0,0.0,Estadio Florencio Solá,Darío Herrera
2017,2017-10-28,Unión,Godoy Cruz,2.0,0.0,Victoria,1.0,0.0,Estadio 15 de Abril,Pablo Echavarría
2017,2017-10-28,Huracán,Lanús,4.0,0.0,Victoria,1.0,0.0,Estadio Tomás Adolfo Ducó,Jorge Baliño
2017,2017-10-28,San Martín SJ,Estudiantes–LP,1.0,0.0,Victoria,1.0,0.0,Estadio Ingeniero Hilario Sánchez,Nicolás Lamolina
2017,2017-10-28,Atlé Tucumán,Racing Club,3.0,1.0,Victoria,1.0,0.0,Estadio Mario Alberto Kempes,Fernando Echenique
2017,2017-10-28,Talleres–C,River Plate,4.0,0.0,Victoria,1.0,0.0,Estadio José Dellagiovanna,Hernán Mastrángelo
2017,2017-10-27,Arg Juniors,Arsenal,3.0,2.0,Victoria,1.0,0.0,Estadio Diego Armando Maradona,Ariel Penel
