Temporada,Date,Home,Away,Goles_Local,Goles_Visitante,Resultado_Texto,Resultado_Num,Attendance,Venue,Referee
2016,2016-02-05,Huracan,Atletico de Rafaela,0.0,1.0,Derrota,-1.0,0.0,Estadio Tomás Adolfo Ducó,Pablo Lunati
2016,2016-02-05,Banfield,GimnasiaLP,2.0,0.0,Victoria,1.0,0.0,Estadio Florencio Solá,Néstor Pitana
2016,2016-02-06,Argentinos Juniors,Tigre,1.0,1.0,Empate,0.0,0.0,Estadio Diego Armando Maradona,Jorge Baliño
2016,2016-02-06,Aldosivi,Club Olimpo,3.0,0.0,Victoria,1.0,0.0,Estadio José María Minella,Pedro Argañaraz
2016,2016-02-06,Patronato,San Lorenzo de Almagro,2.0,2.0,Empate,0.0,0.0,Estadio Presbítero Bartolomé Grella,Patricio Loustau
2016,2016-02-06,San Martin SJ,Newell's Old Boys,2.0,1.0,Victoria,1.0,0.0,Estadio Ingeniero Hilario Sánchez,Fernando Espinoza
2016,2016-02-05,Rosario Central,Godoy Cruz,1.0,0.0,Victoria,1.0,0.0,Estadio Dr. Lisandro de la Torre,Ariel Penel
2016,2016-02-07,Defensa y Justicia,Union,2.0,2.0,Empate,0.0,0.0,Estadio Norberto Tito Tomaghello,Juan Pompei
2016,2016-02-07,Independiente,Belgrano,1.0,0.0,Victoria,1.0,0.0,Estadio Libertadores de América,Darío Herrera
2016,2016-02-07,Colon,Arsenal de Sarandi,2.0,1.0,Victoria,1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Mauro Vigliano
2016,2016-02-06,Temperley,Boca Juniors,0.0,0.0,Empate,0.0,0.0,Estadio Alfredo Martín Beranger,Fernando Echenique
2016,2016-02-08,EstudiantesLP,Lanus,0.0,1.0,Derrota,-1.0,0.0,Estadio Ciudad de La Plata,Federico Beligoy
2016,2016-02-08,River Plate,Quilmes,5.0,1.0,Victoria,1.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Fernando Rapallini
2016,2016-02-07,Atle Tucuman,Racing Club,2.0,1.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Silvio Trucco
2016,2016-02-08,Sarmiento,Velez Sarsfield,1.0,0.0,Victoria,1.0,0.0,Estadio Eva Peron de Junín,Diego Abal
2016,2016-02-12,Union,Temperley,3.0,0.0,Victoria,1.0,0.0,Estadio Mario Alberto Kempes,Luís Álvarez
2016,2016-02-12,Arsenal de Sarandi,Banfield,3.0,1.0,Victoria,1.0,0.0,Estadio Julio Humberto Grondona,Juan Pompei
2016,2016-02-13,San Lorenzo de Almagro,Sarmiento,2.0,1.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Germán Delfino
2016,2016-02-13,Aldosivi,Argentinos Juniors,3.0,2.0,Victoria,1.0,0.0,Estadio José María Minella,Héctor Paletta
2016,2016-02-13,Atletico de Rafaela,EstudiantesLP,0.0,1.0,Derrota,-1.0,0.0,Estadio Nuevo Monumental,Facundo Tello
2016,2016-02-12,Godoy Cruz,Independiente,1.0,1.0,Empate,0.0,0.0,Estadio Malvinas Argentinas,Fernando Rapallini
2016,2016-02-12,Quilmes,Colon,2.0,4.0,Derrota,-1.0,0.0,Estadio Centenario Dr. José Luis Meiszne...,Fernando Espinoza
2016,2016-02-14,Lanus,Defensa y Justicia,2.0,1.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Silvio Trucco
2016,2016-02-14,Rosario Central,Newell's Old Boys,2.0,0.0,Victoria,1.0,0.0,Estadio Dr. Lisandro de la Torre,Patricio Loustau
2016,2016-02-14,GimnasiaLP,Patronato,3.0,2.0,Victoria,1.0,0.0,Estadio Juan Carmelo Zerillo,Darío Herrera
2016,2016-02-14,Boca Juniors,Atle Tucuman,0.0,1.0,Derrota,-1.0,0.0,Estadio Alberto José Armando,Federico Beligoy
2016,2016-02-13,Velez Sarsfield,Club Olimpo,2.0,1.0,Victoria,1.0,0.0,Estadio José Amalfitani,Pablo Lunati
2016,2016-02-13,Racing Club,San Martin SJ,2.0,2.0,Empate,0.0,0.0,Estadio Presidente Juan Domingo Perón,Néstor Pitana
2016,2016-02-14,Belgrano,River Plate,3.0,2.0,Victoria,1.0,0.0,Estadio Julio César Villagra,Diego Abal
2016,2016-02-16,Club Olimpo,San Lorenzo de Almagro,0.0,2.0,Derrota,-1.0,0.0,Estadio Roberto Natalio Carminatti,Néstor Pitana
2016,2016-02-16,Banfield,Quilmes,1.0,1.0,Empate,0.0,0.0,Estadio Florencio Solá,Pablo Díaz
2016,2016-02-17,Newell's Old Boys,Racing Club,5.0,0.0,Victoria,1.0,0.0,Estadio Marcelo Alberto Bielsa,Juan Pompei
2016,2016-02-17,Defensa y Justicia,Atletico de Rafaela,4.0,1.0,Victoria,1.0,0.0,Estadio Norberto Tito Tomaghello,Mauro Vigliano
2016,2016-02-17,Patronato,Arsenal de Sarandi,0.0,0.0,Empate,0.0,0.0,Estadio Presbítero Bartolomé Grella,Nicolás Lamolina
2016,2016-02-17,Independiente,Rosario Central,0.0,2.0,Derrota,-1.0,0.0,Estadio Libertadores de América,Jorge Baliño
2016,2016-02-16,Argentinos Juniors,Velez Sarsfield,0.0,3.0,Derrota,-1.0,0.0,Estadio Diego Armando Maradona,Fernando Rapallini
2016,2016-02-18,EstudiantesLP,Tigre,1.0,1.0,Empate,0.0,0.0,Estadio Julio Humberto Grondona,Patricio Loustau
2016,2016-02-18,Temperley,Lanus,0.0,1.0,Derrota,-1.0,0.0,Estadio Alfredo Martín Beranger,Diego Abal
2016,2016-02-18,Colon,Belgrano,3.0,0.0,Victoria,1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Federico Beligoy
2016,2016-02-17,San Martin SJ,Boca Juniors,0.0,1.0,Derrota,-1.0,0.0,Estadio Ingeniero Hilario Sánchez,Silvio Trucco
2016,2016-02-17,Sarmiento,GimnasiaLP,1.0,3.0,Derrota,-1.0,0.0,Estadio Eva Peron de Junín,Pablo Lunati
2016,2016-02-18,Atle Tucuman,Union,2.0,0.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Fernando Espinoza
2016,2016-02-18,River Plate,Godoy Cruz,1.0,2.0,Derrota,-1.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Germán Delfino
2016,2016-02-20,San Lorenzo de Almagro,Velez Sarsfield,3.0,2.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Federico Beligoy
2016,2016-02-20,GimnasiaLP,Club Olimpo,1.0,0.0,Victoria,1.0,0.0,Estadio Juan Carmelo Zerillo,Patricio Loustau
2016,2016-02-21,Tigre,Defensa y Justicia,0.0,2.0,Derrota,-1.0,0.0,Estadio José Dellagiovanna,Fernando Echenique
2016,2016-02-21,Belgrano,Banfield,0.0,0.0,Empate,0.0,0.0,Estadio Mario Alberto Kempes,Silvio Trucco
2016,2016-02-21,Godoy Cruz,Colon,4.0,1.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Pablo Lunati
2016,2016-02-21,Independiente,Racing Club,1.0,1.0,Empate,0.0,0.0,Estadio Libertadores de América,Diego Abal
2016,2016-02-20,Boca Juniors,Newell's Old Boys,4.0,1.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Fernando Espinoza
2016,2016-02-22,Quilmes,Patronato,2.0,2.0,Empate,0.0,0.0,Estadio Centenario Dr. José Luis Meiszne...,Pedro Argañaraz
2016,2016-02-21,Rosario Central,River Plate,3.0,3.0,Empate,0.0,0.0,Estadio Dr. Lisandro de la Torre,Mauro Vigliano
2016,2016-02-23,Atletico de Rafaela,Temperley,0.0,2.0,Derrota,-1.0,0.0,Estadio Nuevo Monumental,Darío Herrera
2016,2016-02-22,Union,San Martin SJ,1.0,1.0,Empate,0.0,0.0,Estadio 15 de Abril,Germán Delfino
2016,2016-02-22,Arsenal de Sarandi,Sarmiento,2.0,0.0,Victoria,1.0,0.0,Estadio Julio Humberto Grondona,Fernando Rapallini
2016,2016-02-23,Aldosivi,EstudiantesLP,1.0,2.0,Derrota,-1.0,0.0,Estadio José María Minella,Néstor Pitana
2016,2016-02-23,Lanus,Atle Tucuman,1.0,0.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Jorge Baliño
2016,2016-02-26,Newell's Old Boys,Union,1.0,1.0,Empate,0.0,0.0,Estadio Marcelo Alberto Bielsa,Pedro Argañaraz
2016,2016-02-27,EstudiantesLP,Argentinos Juniors,4.0,1.0,Victoria,1.0,0.0,Estadio Ciudad de La Plata,Germán Delfino
2016,2016-02-27,Sarmiento,Quilmes,2.0,2.0,Empate,0.0,0.0,Estadio Eva Peron de Junín,Facundo Tello
2016,2016-02-27,Huracan,San Lorenzo de Almagro,1.0,1.0,Empate,0.0,0.0,Estadio Tomás Adolfo Ducó,Fernando Rapallini
2016,2016-02-27,Defensa y Justicia,Aldosivi,4.0,0.0,Victoria,1.0,0.0,Estadio Norberto Tito Tomaghello,Pablo Lunati
2016,2016-02-26,Banfield,Godoy Cruz,2.0,3.0,Derrota,-1.0,0.0,Estadio Florencio Solá,Diego Abal
2016,2016-02-28,Colon,Rosario Central,0.0,3.0,Derrota,-1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Darío Herrera
2016,2016-02-28,Atle Tucuman,Atletico de Rafaela,3.0,0.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Ariel Penel
2016,2016-02-28,Racing Club,Boca Juniors,1.0,0.0,Victoria,1.0,0.0,Estadio Presidente Juan Domingo Perón,Jorge Baliño
2016,2016-02-28,Club Olimpo,Arsenal de Sarandi,2.0,1.0,Victoria,1.0,0.0,Estadio Roberto Natalio Carminatti,Silvio Trucco
2016,2016-02-27,Patronato,Belgrano,2.0,1.0,Victoria,1.0,0.0,Estadio Presbítero Bartolomé Grella,Mauro Vigliano
2016,2016-02-29,Velez Sarsfield,GimnasiaLP,2.0,1.0,Victoria,1.0,0.0,Estadio José Amalfitani,Fernando Echenique
2016,2016-02-28,San Martin SJ,Lanus,2.0,2.0,Empate,0.0,0.0,Estadio Ingeniero Hilario Sánchez,Pablo Díaz
2016,2016-02-29,Temperley,Tigre,2.0,0.0,Victoria,1.0,0.0,Estadio Alfredo Martín Beranger,Fernando Espinoza
2016,2016-02-29,River Plate,Independiente,1.0,0.0,Victoria,1.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Néstor Pitana
2016,2016-03-04,Quilmes,Club Olimpo,1.0,1.0,Empate,0.0,0.0,Estadio Centenario Dr. José Luis Meiszne...,Mauro Vigliano
2016,2016-03-04,Argentinos Juniors,Defensa y Justicia,1.0,5.0,Derrota,-1.0,0.0,Estadio Diego Armando Maradona,Juan Pompei
2016,2016-03-05,Atletico de Rafaela,San Martin SJ,1.0,2.0,Derrota,-1.0,0.0,Estadio Nuevo Monumental,Néstor Pitana
2016,2016-03-05,Huracan,EstudiantesLP,1.0,0.0,Victoria,1.0,0.0,Estadio Tomás Adolfo Ducó,Diego Abal
2016,2016-03-05,GimnasiaLP,San Lorenzo de Almagro,0.0,0.0,Empate,0.0,0.0,Estadio Juan Carmelo Zerillo,Fernando Espinoza
2016,2016-03-05,Belgrano,Sarmiento,3.0,0.0,Victoria,1.0,0.0,Estadio Mario Alberto Kempes,Héctor Paletta
2016,2016-03-04,Arsenal de Sarandi,Velez Sarsfield,1.0,0.0,Victoria,1.0,0.0,Estadio Julio Humberto Grondona,Mariano González
2016,2016-03-04,Lanus,Newell's Old Boys,3.0,0.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Darío Herrera
2016,2016-03-06,River Plate,Boca Juniors,0.0,0.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Patricio Loustau
2016,2016-03-06,Rosario Central,Banfield,2.0,2.0,Empate,0.0,0.0,Estadio Dr. Lisandro de la Torre,Jorge Baliño
2016,2016-03-06,Aldosivi,Temperley,1.0,1.0,Empate,0.0,0.0,Estadio José María Minella,Germán Delfino
2016,2016-03-05,Independiente,Colon,4.0,1.0,Victoria,1.0,0.0,Estadio Libertadores de América,Fernando Echenique
2016,2016-03-07,Tigre,Atle Tucuman,5.0,0.0,Victoria,1.0,0.0,Estadio José Dellagiovanna,Fernando Rapallini
2016,2016-03-06,Union,Racing Club,3.0,6.0,Derrota,-1.0,0.0,Estadio 15 de Abril,Federico Beligoy
2016,2016-03-07,Godoy Cruz,Patronato,3.0,1.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Silvio Trucco
2016,2016-03-11,Racing Club,Lanus,2.0,1.0,Victoria,1.0,0.0,Estadio Presidente Juan Domingo Perón,Diego Abal
2016,2016-03-12,Defensa y Justicia,Huracan,0.0,2.0,Derrota,-1.0,0.0,Estadio Norberto Tito Tomaghello,Fernando Echenique
2016,2016-03-12,Club Olimpo,Belgrano,2.0,0.0,Victoria,1.0,10000.0,Estadio Roberto Natalio Carminatti,Germán Delfino
2016,2016-03-12,Banfield,Independiente,1.0,3.0,Derrota,-1.0,0.0,Estadio Florencio Solá,Silvio Trucco
2016,2016-03-12,San Martin SJ,Tigre,1.0,0.0,Victoria,1.0,0.0,Estadio Ingeniero Hilario Sánchez,Juan Pompei
2016,2016-03-12,San Lorenzo de Almagro,Arsenal de Sarandi,0.0,2.0,Derrota,-1.0,0.0,Estadio Pedro Bidegaín,Mauro Vigliano
2016,2016-03-11,Newell's Old Boys,Atletico de Rafaela,1.0,1.0,Empate,0.0,0.0,Estadio Marcelo Alberto Bielsa,Patricio Loustau
2016,2016-03-13,Temperley,Argentinos Juniors,0.0,0.0,Empate,0.0,0.0,Estadio Alfredo Martín Beranger,Pedro Argañaraz
2016,2016-03-13,Patronato,Rosario Central,1.0,0.0,Victoria,1.0,0.0,Estadio Presbítero Bartolomé Grella,Federico Beligoy
2016,2016-03-13,EstudiantesLP,GimnasiaLP,3.0,0.0,Victoria,1.0,0.0,Estadio Ciudad de La Plata,Néstor Pitana
2016,2016-03-13,Colon,River Plate,4.0,1.0,Victoria,1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Fernando Rapallini
2016,2016-03-13,Atle Tucuman,Aldosivi,1.0,1.0,Empate,0.0,0.0,Estadio Monumental Presidente José Fierr...,Andrés Merlos
2016,2016-03-14,Sarmiento,Godoy Cruz,0.0,0.0,Empate,0.0,0.0,Estadio Eva Peron de Junín,Pablo Lunati
2016,2016-03-14,Boca Juniors,Union,2.0,1.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Darío Herrera
2016,2016-03-16,Tigre,Huracan,1.0,2.0,Derrota,-1.0,0.0,Estadio José Dellagiovanna,Pedro Argañaraz
2016,2016-03-18,Arsenal de Sarandi,GimnasiaLP,0.0,1.0,Derrota,-1.0,0.0,Estadio Julio Humberto Grondona,Facundo Tello
2016,2016-03-18,Aldosivi,San Martin SJ,2.0,2.0,Empate,0.0,0.0,Estadio José María Minella,Pablo Lunati
2016,2016-03-19,Belgrano,Velez Sarsfield,2.0,3.0,Derrota,-1.0,0.0,Estadio Julio César Villagra,Mauro Vigliano
2016,2016-03-19,Colon,Union,0.0,3.0,Derrota,-1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Fernando Espinoza
2016,2016-03-19,Argentinos Juniors,Atle Tucuman,0.0,3.0,Derrota,-1.0,0.0,Estadio Diego Armando Maradona,Jorge Baliño
2016,2016-03-19,Godoy Cruz,Club Olimpo,1.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Diego Abal
2016,2016-03-19,Independiente,Patronato,2.0,1.0,Victoria,1.0,0.0,Estadio Libertadores de América,Patricio Loustau
2016,2016-03-18,EstudiantesLP,Defensa y Justicia,2.0,1.0,Victoria,1.0,0.0,Estadio Ciudad de La Plata,Federico Beligoy
2016,2016-03-20,Quilmes,San Lorenzo de Almagro,3.0,0.0,Victoria,1.0,0.0,Estadio Centenario Dr. José Luis Meiszne...,Darío Herrera
2016,2016-03-20,River Plate,Banfield,1.0,1.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Juan Pompei
2016,2016-03-20,Huracan,Temperley,4.0,2.0,Victoria,1.0,0.0,Estadio Tomás Adolfo Ducó,Nicolás Lamolina
2016,2016-03-20,Lanus,Boca Juniors,2.0,0.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Fernando Rapallini
2016,2016-03-21,Rosario Central,Sarmiento,1.0,0.0,Victoria,1.0,0.0,Estadio Dr. Lisandro de la Torre,Silvio Trucco
2016,2016-03-21,Tigre,Newell's Old Boys,3.0,3.0,Empate,0.0,0.0,Estadio José Dellagiovanna,Andrés Merlos
2016,2016-03-21,Atletico de Rafaela,Racing Club,3.0,6.0,Derrota,-1.0,0.0,Estadio Nuevo Monumental,Germán Delfino
2016,2016-03-24,Huracan,Aldosivi,2.0,0.0,Victoria,1.0,0.0,Estadio Tomás Adolfo Ducó,Darío Herrera
2016,2016-03-27,Velez Sarsfield,Quilmes,1.0,2.0,Derrota,-1.0,0.0,Estadio José Amalfitani,Jorge Baliño
2016,2016-03-28,Argentinos Juniors,Huracan,0.0,0.0,Empate,0.0,0.0,Estadio Diego Armando Maradona,Facundo Tello
2016,2016-04-01,Atle Tucuman,Huracan,2.0,1.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Ariel Penel
2016,2016-04-02,Racing Club,Tigre,3.0,3.0,Empate,0.0,0.0,Estadio Presidente Juan Domingo Perón,Pablo Lunati
2016,2016-04-02,Boca Juniors,Atletico de Rafaela,3.0,0.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Facundo Tello
2016,2016-04-02,Banfield,Colon,1.0,1.0,Empate,0.0,0.0,Estadio Florencio Solá,Jorge Baliño
2016,2016-04-02,Patronato,River Plate,2.0,1.0,Victoria,1.0,0.0,Estadio Presbítero Bartolomé Grella,Mauro Vigliano
2016,2016-04-01,Temperley,EstudiantesLP,1.0,3.0,Derrota,-1.0,0.0,Estadio Alfredo Martín Beranger,Saúl Laverni
2016,2016-04-01,Club Olimpo,Rosario Central,1.0,1.0,Empate,0.0,0.0,Estadio Roberto Natalio Carminatti,Néstor Pitana
2016,2016-04-03,Newell's Old Boys,Aldosivi,1.0,1.0,Empate,0.0,0.0,Estadio Marcelo Alberto Bielsa,Silvio Trucco
2016,2016-04-03,San Lorenzo de Almagro,Belgrano,3.0,2.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Patricio Loustau
2016,2016-04-03,San Martin SJ,Argentinos Juniors,2.0,0.0,Victoria,1.0,0.0,Estadio Ingeniero Hilario Sánchez,Germán Delfino
2016,2016-04-03,Defensa y Justicia,Arsenal de Sarandi,0.0,1.0,Derrota,-1.0,0.0,Estadio Norberto Tito Tomaghello,Darío Herrera
2016,2016-04-03,Velez Sarsfield,Godoy Cruz,1.0,4.0,Derrota,-1.0,0.0,Estadio José Amalfitani,Fernando Rapallini
2016,2016-04-03,Sarmiento,Independiente,0.0,0.0,Empate,0.0,0.0,Estadio Eva Peron de Junín,Diego Abal
2016,2016-04-04,Union,Lanus,0.0,4.0,Derrota,-1.0,0.0,Estadio 15 de Abril,Federico Beligoy
2016,2016-04-04,GimnasiaLP,Quilmes,1.0,0.0,Victoria,1.0,0.0,Estadio Juan Carmelo Zerillo,Fernando Espinoza
2016,2016-04-09,Huracan,San Martin SJ,4.0,3.0,Victoria,1.0,0.0,Estadio Tomás Adolfo Ducó,Patricio Loustau
2016,2016-04-09,River Plate,Sarmiento,2.0,2.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Jorge Baliño
2016,2016-04-09,Defensa y Justicia,Temperley,2.0,1.0,Victoria,1.0,0.0,Estadio Norberto Tito Tomaghello,Diego Abal
2016,2016-04-09,Independiente,Club Olimpo,0.0,0.0,Empate,0.0,0.0,Estadio Libertadores de América,Fernando Echenique
2016,2016-04-08,Colon,Patronato,2.0,2.0,Empate,0.0,0.0,Estadio Brigadier General Estanislao Lóp...,Luís Álvarez
2016,2016-04-08,Godoy Cruz,San Lorenzo de Almagro,0.0,1.0,Derrota,-1.0,0.0,Estadio Malvinas Argentinas,Saúl Laverni
2016,2016-04-10,Banfield,Lanus,0.0,2.0,Derrota,-1.0,0.0,Estadio Florencio Solá,Germán Delfino
2016,2016-04-10,Argentinos Juniors,Newell's Old Boys,0.0,0.0,Empate,0.0,0.0,Estadio Diego Armando Maradona,Juan Pompei
2016,2016-04-10,Rosario Central,Velez Sarsfield,2.0,3.0,Derrota,-1.0,0.0,Estadio Dr. Lisandro de la Torre,Darío Herrera
2016,2016-04-10,Aldosivi,Racing Club,2.0,1.0,Victoria,1.0,0.0,Estadio José María Minella,Fernando Rapallini
2016,2016-04-10,Belgrano,GimnasiaLP,3.0,0.0,Victoria,1.0,0.0,Estadio Mario Alberto Kempes,Pablo Lunati
2016,2016-04-10,Tigre,Boca Juniors,2.0,0.0,Victoria,1.0,0.0,Estadio José Dellagiovanna,Silvio Trucco
2016,2016-04-11,Quilmes,Arsenal de Sarandi,1.0,4.0,Derrota,-1.0,0.0,Estadio Centenario Dr. José Luis Meiszne...,Néstor Pitana
2016,2016-04-11,Atletico de Rafaela,Union,1.0,1.0,Empate,0.0,0.0,Estadio Nuevo Monumental,Nicolás Lamolina
2016,2016-04-11,EstudiantesLP,Atle Tucuman,3.0,2.0,Victoria,1.0,0.0,Estadio Ciudad de La Plata,Fernando Espinoza
2016,2016-04-15,Sarmiento,Colon,1.0,0.0,Victoria,1.0,0.0,Estadio Eva Peron de Junín,Fernando Espinoza
2016,2016-04-16,Lanus,Atletico de Rafaela,2.0,1.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Darío Herrera
2016,2016-04-16,Newell's Old Boys,Huracan,1.0,0.0,Victoria,1.0,0.0,Estadio Marcelo Alberto Bielsa,Diego Abal
2016,2016-04-16,Atle Tucuman,Defensa y Justicia,3.0,1.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Saúl Laverni
2016,2016-04-16,Union,Tigre,1.0,0.0,Victoria,1.0,0.0,Estadio 15 de Abril,Luís Álvarez
2016,2016-04-16,Boca Juniors,Aldosivi,4.0,1.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Federico Beligoy
2016,2016-04-16,Racing Club,Argentinos Juniors,2.0,2.0,Empate,0.0,0.0,Estadio Presidente Juan Domingo Perón,Jorge Baliño
2016,2016-04-15,GimnasiaLP,Godoy Cruz,2.0,2.0,Empate,0.0,0.0,Estadio Juan Carmelo Zerillo,Silvio Trucco
2016,2016-04-17,San Lorenzo de Almagro,Rosario Central,2.0,1.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Fernando Echenique
2016,2016-04-17,Velez Sarsfield,Independiente,0.0,2.0,Derrota,-1.0,0.0,Estadio José Amalfitani,Mariano González
2016,2016-04-17,Temperley,Quilmes,2.0,0.0,Victoria,1.0,0.0,Estadio Alfredo Martín Beranger,Juan Pompei
2016,2016-04-17,San Martin SJ,EstudiantesLP,0.0,2.0,Derrota,-1.0,0.0,Estadio Ingeniero Hilario Sánchez,Ariel Penel
2016,2016-04-17,Patronato,Banfield,0.0,2.0,Derrota,-1.0,0.0,Estadio Presbítero Bartolomé Grella,Héctor Paletta
2016,2016-04-17,Club Olimpo,River Plate,0.0,1.0,Derrota,-1.0,0.0,Estadio Roberto Natalio Carminatti,Patricio Loustau
2016,2016-04-18,Arsenal de Sarandi,Belgrano,3.0,3.0,Empate,0.0,0.0,Estadio Julio Humberto Grondona,Mauro Vigliano
2016,2016-04-22,Atletico de Rafaela,Patronato,3.0,1.0,Victoria,1.0,0.0,Estadio Nuevo Monumental,Fernando Echenique
2016,2016-04-23,Union,Colon,1.0,0.0,Victoria,1.0,0.0,Estadio 15 de Abril,Patricio Loustau
2016,2016-04-23,Arsenal de Sarandi,Defensa y Justicia,0.0,0.0,Empate,0.0,0.0,Estadio Julio Humberto Grondona,Germán Delfino
2016,2016-04-23,San Lorenzo de Almagro,Huracan,1.0,0.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Jorge Baliño
2016,2016-04-23,Godoy Cruz,San Martin SJ,1.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Juan Pompei
2016,2016-04-23,Lanus,Banfield,2.0,0.0,Victoria,1.0,0.0,Estadio Ciudad de Lanús,Fernando Espinoza
2016,2016-04-23,GimnasiaLP,EstudiantesLP,0.0,0.0,Empate,0.0,0.0,Estadio Juan Carmelo Zerillo,Diego Abal
2016,2016-04-22,Velez Sarsfield,Argentinos Juniors,1.0,0.0,Victoria,1.0,0.0,Estadio José Amalfitani,Facundo Tello
2016,2016-04-22,Club Olimpo,Aldosivi,2.0,1.0,Victoria,1.0,0.0,Estadio Roberto Natalio Carminatti,Silvio Trucco
2016,2016-04-24,Newell's Old Boys,Rosario Central,0.0,0.0,Empate,0.0,0.0,Estadio Marcelo Alberto Bielsa,Fernando Rapallini
2016,2016-04-24,Boca Juniors,River Plate,0.0,0.0,Empate,0.0,0.0,Estadio Alberto José Armando,Darío Herrera
2016,2016-04-24,Racing Club,Independiente,0.0,0.0,Empate,0.0,0.0,Estadio Presidente Juan Domingo Perón,Federico Beligoy
2016,2016-04-24,Belgrano,Atle Tucuman,0.0,0.0,Empate,0.0,0.0,Estadio Mario Alberto Kempes,Mariano González
2016,2016-04-25,Tigre,Sarmiento,2.0,0.0,Victoria,1.0,0.0,Estadio José Dellagiovanna,Pablo Lunati
2016,2016-04-25,Quilmes,Temperley,2.0,0.0,Victoria,1.0,0.0,Estadio Centenario Dr. José Luis Meiszne...,Ariel Penel
2016,2016-04-29,EstudiantesLP,Newell's Old Boys,0.0,0.0,Empate,0.0,0.0,Estadio Ciudad de La Plata,Juan Pompei
2016,2016-04-29,Aldosivi,Union,1.0,1.0,Empate,0.0,0.0,Estadio José María Minella,Ariel Penel
2016,2016-04-30,Independiente,San Lorenzo de Almagro,0.0,1.0,Derrota,-1.0,0.0,Estadio Libertadores de América,Patricio Loustau
2016,2016-04-30,Belgrano,Quilmes,2.0,2.0,Empate,0.0,0.0,Estadio Mario Alberto Kempes,Andrés Merlos
2016,2016-04-30,River Plate,Velez Sarsfield,0.0,0.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Fernando Espinoza
2016,2016-04-30,Godoy Cruz,Arsenal de Sarandi,2.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Fernando Echenique
2016,2016-04-30,Huracan,Racing Club,0.0,1.0,Derrota,-1.0,0.0,Estadio Tomás Adolfo Ducó,Germán Delfino
2016,2016-04-30,Defensa y Justicia,San Martin SJ,0.0,0.0,Empate,0.0,0.0,Estadio Norberto Tito Tomaghello,Darío Herrera
2016,2016-04-30,Argentinos Juniors,Boca Juniors,1.0,0.0,Victoria,1.0,0.0,Estadio Diego Armando Maradona,Fernando Rapallini
2016,2016-04-29,Patronato,Atletico de Rafaela,2.0,1.0,Victoria,1.0,0.0,Estadio Presbítero Bartolomé Grella,Pablo Lunati
2016,2016-04-29,Colon,Club Olimpo,3.0,1.0,Victoria,1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Federico Beligoy
2016,2016-05-02,Rosario Central,GimnasiaLP,0.0,1.0,Derrota,-1.0,0.0,Estadio Dr. Lisandro de la Torre,Facundo Tello
2016,2016-05-02,Tigre,Lanus,0.0,1.0,Derrota,-1.0,0.0,Estadio José Dellagiovanna,Néstor Pitana
2016,2016-05-02,Temperley,Atle Tucuman,1.0,1.0,Empate,0.0,0.0,Estadio Alfredo Martín Beranger,Mauro Vigliano
2016,2016-05-03,Banfield,Sarmiento,0.0,0.0,Empate,0.0,0.0,Estadio Florencio Solá,Silvio Trucco
2016,2016-05-06,Union,Argentinos Juniors,4.0,0.0,Victoria,1.0,0.0,Estadio 15 de Abril,Pablo Lunati
